idiom,language,frequency
være et spill for galleriet,nob,378
være et tveegget sverd,nob,3707
være etter boka,nob,116
være familiens sorte får,nob,117
være fandenivoldsk,nob,211
være fargeløs,nob,444
være fast inventar,nob,963
være firkantet,nob,3176
være fisefin,nob,120
være flink med hendene,nob,270
være flintskallet,nob,161
være flue på veggen,nob,6089
være for godt til å være sant,nob,1919
være for hånden,nob,7257
være forfinet,nob,170
være fortapt,nob,9799
være forut for sin tid,nob,2365
være forutinntatt,nob,3206
være fra en annen planet,nob,392
være fra sans og samling,nob,398
være fredet,nob,14671
være fri og frank,nob,1258
være fri som fuglen,nob,1106
være frisk og rask,nob,1423
være full som en alke,nob,122
være fyr og flamme,nob,195
være føre var,nob,38689
være gal,nob,37136
være giftig,nob,8276
være glovarm,nob,223
være god latin,nob,643
være god på bunnen,nob,394
være god som gull,nob,185
være godt i stand,nob,284
være godt skodd,nob,2792
være godt utrustet,nob,2683
være godtroende,nob,1500
være grepet ut av luften,nob,1047
være grønn,nob,6364
være grønn av misunnelse,nob,247
være hard i klypa,nob,264
være hardhjertet,nob,378
være hardhudet,nob,641
være harry,nob,2501
være hel ved,nob,317
være helt fra seg,nob,591
være helt gåen,nob,148
være helt i det blå,nob,515
være helt på bærtur,nob,100
være helt på jordet,nob,981
være helt sprø,nob,860
være heltemodig,nob,762
være herdet,nob,969
være herre i eget hus,nob,5173
være herre over situasjonen,nob,1213
være hevet over kritikk,nob,464
være hinsides all fornuft,nob,245
være hipp som happ,nob,3543
være hjerteløs,nob,880
være hjulbeint,nob,115
være hoppende glad,nob,403
være hoven,nob,1047
være hudløs,nob,158
være hverdagskost,nob,465
være håndfast,nob,153
være hårreisende,nob,885
være høl i hue,nob,617
være høy på pæra,nob,823
være høyt oppe,nob,2494
være høyt oppe og langt nede,nob,103
være i de beste hender,nob,10827
være i den skjønneste orden,nob,3795
være i det blå,nob,952
være i drømmeland,nob,128
være i drøyeste laget,nob,1268
være i ekstase,nob,341
være i en annen verden,nob,772
være i ferd med,nob,35816
være i god form,nob,21294
være i god stand,nob,24793
være i grenseland,nob,506
være i gå,nob,151
være i harnisk,nob,274
være i havsnød,nob,591
være i ilden,nob,2028
være i kongens klær,nob,214
være i omstendigheter,nob,223
være i rute,nob,12588
være i seng,nob,5548
være i sitt rette element,nob,937
være i skuddet,nob,2956
være i skuddlinjen,nob,472
være i tipp topp stand,nob,2985
være i tottene på hverandre,nob,262
være i velten,nob,132
være i vigør,nob,1461
være i villrede,nob,3893
være i vinden,nob,2234
være idiotsikker,nob,241
være ille faren,nob,280
være ille til mote,nob,401
være ille ute,nob,4983
være in,nob,18314
være innenfor murene,nob,201
være iørefallende,nob,143
være iøynefallende,nob,1353
være jaget vilt,nob,726
være jevnbyrdig,nob,1229
være kald som is,nob,235
være kar,nob,12968
være kjøpt og betalt,nob,1085
være klar til dyst,nob,452
være klin kokos,nob,240
være klippefast,nob,186
være knust av sorg,nob,105
være konge,nob,26608
være konge for en dag,nob,398
være krampaktig,nob,354
være krig på kniven,nob,103
være kritthvit,nob,110
være kul umulig,nob,103
være kvikk,nob,4583
være kvikk i replikken,nob,181
være langt nede,nob,1451
være lavt under taket,nob,153
være ledig på markedet,nob,140
være legendarisk,nob,180
være lett på labben,nob,165
være lett til sinns,nob,180
være lettere sagt enn gjort,nob,3708
være lettlivet,nob,146
være like gode,nob,15639
være like langt,nob,4175
være like om hjørnet,nob,3830
være like som to dråper vann,nob,129
være likeglad,nob,2879
være listig som en slange,nob,153
være livet om å gjøre,nob,240
være lur som en rev,nob,142
være lusen,nob,114
være lutter glede,nob,123
være løs og ledig,nob,645
være løsmunnet,nob,987
være mann for sin hatt,nob,644
være matnyttig,nob,1374
være med i spillet,nob,3596
være med på leken,nob,16203
være med på moroa,nob,9459
være med på spøken,nob,1441
være mer til skade enn gagn,nob,222
være mett,nob,3827
være mett av dage,nob,103
være munnrapp,nob,311
være mye om å gjøre,nob,474
være myntet på,nob,3703
være nebbete,nob,235
være nede i en bølgedal,nob,690
være nesevis,nob,913
være noe for enhver smak,nob,13057
være noe til kar,nob,701
være null verdt,nob,672
være nær ved å,nob,1802
være nærliggende,nob,31195
være nærtagende,nob,424
være nøye på det,nob,447
være omtåket,nob,350
være opium for folket,nob,156
være opp og avgjort,nob,2276
være oppe,nob,89010
være overkommelig,nob,23007
være pengene verd,nob,440
være platt umulig,nob,103
være preget av stundens alvor,nob,349
være prikken over i ' en,nob,1786
være prippen,nob,1005
være på banen,nob,16926
være på bedringens vei,nob,3336
være på bristepunktet,nob,488
være på bølgelengde,nob,4167
være på defensiven,nob,1704
være på den grønne gren,nob,136
være på en kant,nob,125
være på flyttefot,nob,1888
være på gamle tomter,nob,436
være på glattisen,nob,256
være på glid,nob,1710
være på gråten,nob,1142
være på håret,nob,398
være på kjøret,nob,230
være på knærne,nob,306
være på moten,nob,1148
være på n,nob,420
være på offensiven,nob,7725
være på plakaten,nob,119
være på plass,nob,277735
være på pletten,nob,10999
være på programmet,nob,576
være på sporet,nob,3125
være på stø kurs,nob,191
være på tynn is,nob,421
være på tå hev,nob,3626
være på tærne,nob,252
være på vikende front,nob,1565
være på ville veier,nob,554
være på villspor,nob,1255
være på vingene,nob,3581
være påseilet,nob,103
være raka fant,nob,208
være rask på labben,nob,1518
være rebelsk,nob,211
være redd av seg,nob,176
være roten til alt ondt,nob,346
være rotløs,nob,290
være rund,nob,5590
være rund i kantene,nob,155
være rustet til tennene,nob,232
være rå,nob,5428
være råflott,nob,832
være sammen,nob,487544
være seg selv,nob,48913
være selvgod,nob,904
være selvinnlysende,nob,2480
være sin egen lykkes smed,nob,4924
være sitt ansvar bevisst,nob,7796
være sjøsterk,nob,584
være skadefro,nob,937
være skarp i kantene,nob,180
være skarpskodd,nob,298
være skeiv,nob,2298
være slagferdig,nob,715
være sleivete,nob,219
være smalsporet,nob,317
være smidig,nob,5444
være småborgerlig,nob,178
være smålig,nob,2780
være smør på flesk,nob,413
være smørblid,nob,241
være snakkesalig,nob,433
være snerpete,nob,556
være snorrett,nob,167
være snusfornuftig,nob,178
være som hund og katt,nob,310
være som ild og vann,nob,118
være som poteten,nob,284
være som skapt for hverandre,nob,234
være som sunket i jorden,nob,202
være som å lete etter en nål i en høystakk,nob,260
være som å skvette vann på gåsa,nob,121
være spilt møye,nob,1060
være spiselig,nob,2917
være spissfindig,nob,325
være splitter pine gal,nob,599
være sprek,nob,2455
være sprekkeferdig,nob,358
være sprell levende,nob,170
være stille før stormen,nob,231
være stille som en mus,nob,464
være stivnakket,nob,232
være stivsinnet,nob,106
være stokk døv,nob,261
være stolt som en hane,nob,102
være stor takhøyde,nob,1015
være stormannsgal,nob,348
være stripete,nob,501
være strøken,nob,1024
være styrtrik,nob,527
være støpt i samme form,nob,195
være svartelistet,nob,259
være så sin sak,nob,4726
være sønn av sin far,nob,189
være tafatt,nob,375
være talefør,nob,128
være taletrengt,nob,112
være tatt ut av luften,nob,213
være teatralsk,nob,396
være tekkelig,nob,393
være tett som en potte,nob,108
være til å leve med,nob,3575
være tilbakelent,nob,253
være toneangivende,nob,4026
være trengt opp i et hjørne,nob,300
være trygg på seg selv,nob,503
være tungnem,nob,316
være tungrodd,nob,460
være tungsindig,nob,459
være tåkete,nob,206
være tøff ' i trynet,nob,514
være tøffere enn toget,nob,101
være tørr bak ørene,nob,192
være tørrvittig,nob,153
være umaken verd,nob,4364
være umusikalsk,nob,429
være under enhver kritikk,nob,302
være under oppseiling,nob,2403
være under seil,nob,300
være underdanig,nob,2501
være undermåls,nob,491
være ung og lovende,nob,690
være usmakelig,nob,763
være uspiselig,nob,740
være ute av funksjon,nob,1005
være ute av kurs,nob,191
være ute av lage,nob,151
være ute av sagaen,nob,617
være ute etter noen,nob,138
være ute i kulden,nob,552
være ute på vift,nob,106
være ute å sykle,nob,101
være uten mål og mening,nob,130
være uten plett og lyte,nob,213
være utenfor,nob,56253
være utenfor fare,nob,7945
være vanskelig å sette ord på,nob,777
være vanskelig å sveige,nob,605
være ved god helse,nob,2586
være ved sine fulle fem,nob,1668
være veggpryd,nob,865
være vel og bra,nob,22445
være velbeslått,nob,240
være venner og vel forlikte,nob,272
være verre enn verst,nob,274
være vidsynt,nob,448
være virkelighetsfjern,nob,266
være våken,nob,39857
være væpnet til tennene,nob,231
være åndfull,nob,449
være åndsfraværende,nob,347
være åndsnærværende,nob,141
være åpen for noe,nob,118
være årvåken,nob,4334
"å, du er en engel",nob,131
"å, jeg ber",nob,3238
ånde ut,nob,1277
åndens sverd,nob,3476
åpent og ærlig,nob,33715
åpne ballet,nob,3480
åpne latterdøren,nob,487
åpne munnen,nob,42938
åpner alle dører,nob,1437
år for år,nob,171480
år om annet,nob,99828
ærens mark,nob,7971
æres den som æres bør,nob,18663
ærlig talt,nob,306077
ærlighet varer lengst,nob,15328
øse ned,nob,3538
øse ut penger,nob,3000
øve vold mot noen,nob,142
"øye for øye, tann for tann",nob,7850
øyne i nakken,nob,5471
alfa og omega,nob,85675
armer og bein,nob,63203
av barn og fulle folk skal man høre sannheten,nob,162
bank i bordet,nob,21000
bite fra seg,nob,20418
bite i gresset,nob,46329
blind høne kan også finne korn,nob,185
blod på tann,nob,70027
brenne alle broer,nob,2817
briste eller bære,nob,12407
det er ikke gull alt som glimrer,nob,4107
det foijettede land,nob,237
det hvite ut av øynene,nob,540
det regner i bøtter og spann,nob,172
det smaker pyton,nob,263
dett var dett,nob,5739
dikt og forbannet løgn !,nob,1668
dolke en i ryggen,nob,154
dra dit pepper ’ n gror,nob,1541
dra til Blokksberg !,nob,526
drikke som en svamp,nob,353
dø med skoene på,nob,288
en finger med i spillet,nob,54931
en fugl i hånden er bedre enn ti på taket,nob,1359
en gammel flamme,nob,9757
en god latter forlenger livet,nob,10806
en joker i kortstokken,nob,106
en rød tråd,nob,105225
en skal høre mye før ørene faller av,nob,407
eplet faller ikke langt fra stammen,nob,4280
et Columbi egg,nob,8907
et kaldt hjerte,nob,735
et steinkast unna,nob,35360
et øye på hver finger,nob,4558
falle i fisk,nob,6764
falle i staver,nob,6887
femte hjul på vogna,nob,3316
fingrene fra fatet,nob,10093
finne nåla i høystakken,nob,732
fjær i hatten,nob,54339
flittig som en maur,nob,1513
fortere enn svint,nob,10945
fra asken til ilden,nob,10380
fryd og gammen,nob,58816
fuglen har fløyet,nob,539
full som en alke,nob,3916
fyr og flamme,nob,81433
få fnatt av,nob,616
få hjertet i halsen,nob,343
få kalde føtter,nob,6867
få kjørt seg,nob,9897
få på pukkelen,nob,1265
få så hatten passer,nob,495
få tungen på glid,nob,115
få ut fingeren,nob,4874
få øynene opp for,nob,49143
føle på tennene,nob,261
føre noen bak lyset,nob,1309
gjøre et kvantesprang,nob,212
gjøre noen en bjørnetjeneste,nob,195
gjøre rett og skjell,nob,5638
gjøre vei i vellingen,nob,916
gode miner til slett spill,nob,14108
gråte tørre tårer,nob,343
grønn i ansiktet,nob,4800
gutten i røyken,nob,5916
gå gjennom ild og vann,nob,2888
gå i hundene,nob,5729
gå i vasken,nob,22096
gå kaldt nedover ryggen,nob,17675
gå over bekken etter vann,nob,9489
gå over streken,nob,10596
gå skoene av seg,nob,962
gå under jorden,nob,9768
gå ut av sitt gode skinn,nob,3271
ha bein i nesen,nob,342
ha blod på hendene,nob,440
ha blått blod i årene,nob,174
ha hår på brystet,nob,181
ha lopper i blodet,nob,457
ha sitt på det tørre,nob,6429
ha ti tommeltotter,nob,343
ha øynene med seg,nob,5233
hals over hode,nob,17286
han er som snytt ut av nesen,nob,150
"har man sagt A, får man si B",nob,635
havne på viddene,nob,124
henge i en tynn tråd,nob,4089
henge med geipen,nob,654
henge med nebbet,nob,3069
hett om ørene,nob,1754
hjerte av gull,nob,26828
hjerte i brann,nob,1440
holde en stangen,nob,197
holde tungen rett i munnen,nob,5871
hoppe etter Wirkola,nob,8549
horn i siden,nob,14370
hulter til bulter,nob,81131
hvor lenge var Adam i Paradis ?,nob,6664
hæla i taket,nob,33742
høk over høk,nob,9569
høre en knappenål falle,nob,2970
i grevens tid,nob,28318
i hytt og pine,nob,20532
i kjølvannet av noe,nob,129
i min grønne ungdom,nob,1792
i mørket er alle katter grå,nob,1638
i seng med fienden,nob,8113
i tottene på hverandre,nob,38040
i vilden sky,nob,21245
ikke eie nåla i veggen,nob,196
ikke et hår bedre,nob,6536
ikke et tørt øye,nob,1027
ikke et øye var tørt,nob,1327
ikke gjøre en flue fortred,nob,819
ikke legge to pinner i kors,nob,732
ikke min kopp te,nob,102
ikke mitt bord,nob,8373
ikke si et kvekk,nob,307
ikke være riktig navla,nob,120
ingen roser uten torner,nob,1090
ingen trær vokser inn i himmelen,nob,1495
inn det ene øret og ut av det andre,nob,399
jeg har en høne å plukke med deg,nob,325
"jo flere kokker, desto mere søl",nob,180
kaste inn håndkleet,nob,22405
kjøpe katta i sekken,nob,5166
knute på tråden,nob,21855
koke suppe på en spiker,nob,2436
komme her og komme her,nob,4919
komme til hektene,nob,28697
krype til korset,nob,18551
kryss i taket,nob,11378
la nåde gå for rett,nob,7075
lang i maska,nob,4956
lediggang er roten til alt ondt,nob,5373
legge fingrene imellom,nob,3627
legge hodet på blokka,nob,509
legge inn årene,nob,16026
legge på røret,nob,6349
lett på tråden,nob,21821
lette sitt hjerte,nob,4743
leve på luft og kjærlighet,nob,581
ligger i luften,nob,32210
litt på kanten,nob,14258
love gull og grønne skoger,nob,2519
luft under vingene,nob,29458
luften gikk ut av ballongen,nob,835
låne øre til en,nob,474
lått og løye,nob,6537
løgn og forbannet dikt,nob,4631
løs kanon på dekk,nob,1541
male en viss mann på veggen,nob,2662
male fanden på veggen,nob,8078
male seg inn i et hjørne,nob,334
man dør ei midt i femte akt,nob,181
man skal ikke seige skinnet før bjørnen er skutt,nob,206
mange baller i luften,nob,14197
mange jern i ilden,nob,63476
mange om beinet,nob,33823
mange skjær i sjøen,nob,21404
mann for sin hatt,nob,6250
med begge beina plantet på jorda,nob,173
med brask og bram,nob,91879
med et halvt øre,nob,13638
med hue under armen og armen i bind,nob,315
med lua i hånda,nob,9582
med nebb og klør,nob,85280
med ryggen mot veggen,nob,46133
med skjegget i postkassa,nob,8950
miste både munn og mæle,nob,734
mo i knærne,nob,12276
morgenstund har gull i munn,nob,10515
mumle i skjegget,nob,418
møte seg selv i døren,nob,1294
nå blir det andre boller,nob,1394
"når enden er god, er allting godt",nob,5575
"når katten er borte, danser musene på bordet",nob,1131
"når krybben er tom, bites hestene",nob,4392
"når man snakker om solen, så skinner den",nob,230
"opp som en løve, ned som en skinnfell",nob,850
over stokk og stein,nob,48933
pakke snippesken og dra,nob,310
pengene brenner i lomma,nob,160
perler for svin,nob,18528
pling i bollen,nob,1576
pott og panne,nob,6856
prikken over i-en,nob,78663
på god fot,nob,42591
på kjøretøyet skal storfolk kjennes,nob,2630
på rett hylle,nob,10545
på stumpene løs,nob,1777
på stående fot,nob,68998
raskere enn svint,nob,469
rett fra leveren,nob,10519
rette baker for smed,nob,13597
saken er biff,nob,15386
se det fikk fanden fordi han var dum,nob,944
se døden i hvitøyet,nob,343
se noe i øynene,nob,309
se noen i øynene,nob,1110
seile sin egen sjø,nob,47599
sette bukken til å passe havresekken,nob,3629
sette kroken på døra,nob,4544
sette kronen på verket,nob,5945
siste spikeren i kisten,nob,1143
sitte med hendene i fanget,nob,25894
sitte som et skudd,nob,1237
skille snørr og barter,nob,516
skite i eget reir,nob,1559
skjønner ikke et kvekk,nob,713
skrive seg noe bak øret,nob,147
skyte en hvit pinn etter,nob,3376
skyte fra hoften,nob,826
slippe katta ut av sekken,nob,1195
slå hånden av en,nob,456
slå inn åpne dører,nob,1644
slå kloa i,nob,17068
slå på tråden,nob,64760
slå seg for brystet,nob,2762
slå tanken fra seg,nob,294
slå to fluer i én smekk,nob,1097
smake sin egen medisin,nob,7992
smi mens jernet er varmt,nob,16977
smis i hymens lenker,nob,1482
snakke i munnen på hverandre,nob,4832
snu seg i graven,nob,1834
som en fisk på land,nob,4259
som en snøball i helvete,nob,390
som et olja lyn,nob,4023
som fisken i vannet,nob,20742
som fot i hose,nob,15327
som hånd i hanske,nob,29399
som kjepper i hjul,nob,3206
"som man reder, så ligger man",nob,5346
som plommen i egget,nob,16018
som ringer i vann,nob,6158
spare på skillingen og la daleren gå,nob,3190
spikeren i kisten,nob,3922
spille en et puss,nob,701
spille med åpne kort,nob,9457
spytte i glasset,nob,731
stikk i strid,nob,198207
stikke bodet i sanden,nob,131
stikke fingeren i været,nob,189
stikke hånden i et vepsebol,nob,587
stikke kjepper i hjulene for noen,nob,441
stikke nesen frem,nob,321
stikke under stol,nob,11618
stille sitt lys under en skjeppe,nob,1080
striskjorta og havrelefsa,nob,3769
strø salt i såret,nob,1716
styre med jernhånd,nob,385
stå på egne bein,nob,32164
stå på pinne for,nob,4996
sugd av eget bryst,nob,698
sveve i skyene,nob,443
sveve i villfarelse,nob,345
sy puter under armene,nob,7794
synge på siste verset,nob,1665
sånn midt på treet,nob,8497
ta beina på nakken,nob,1862
ta bladet fra munnen,nob,9601
ta med en klype salt,nob,4845
ta noe på sparket,nob,246
ta på fersk gjerning,nob,281
ta på fersken,nob,136
ta på kornet,nob,467
ta på med silkehansker,nob,267
ta seg vann over hodet,nob,3338
ta skjeen i en annen hånd,nob,6270
ta tyren ved hornene,nob,6875
"tale er sølv, taushet er gull",nob,734
tann for tunge,nob,8316
tapt bak en vogn,nob,11789
tatt med buksene nede,nob,7154
tennene løper i vann,nob,2806
tidens tann tærer,nob,1828
to alen av samme stykke,nob,7429
tomme tønner romler mest,nob,149
toppen av kransekaka,nob,5768
trampe i klaveret,nob,2195
troll i ord,nob,22764
tråkke i salaten,nob,2836
tute ørene fulle,nob,332
tygge på noe,nob,620
ugler i mosen,nob,62852
under fire øyne,nob,25227
ut å kjøre,nob,28916
valuta for pengene,nob,85064
ved neste korsvei,nob,67727
vende det annet kinn til,nob,1938
vende det døve øret til,nob,3623
vende kappen etter vinden,nob,400
vise en kald skulder,nob,132
vokser ikke på trær,nob,14417
vri kniven rundt,nob,965
væpnet til tennene,nob,8365
være bundet på hender og føtter,nob,511
være djevelens advokat,nob,535
være helt bak mål,nob,496
være i boks,nob,7526
være i kritthuset,nob,307
være i samme båt,nob,2458
være lutter øre,nob,1172
være på bærtur,nob,323
være ute og sykle,nob,213
øyne på stilk,nob,899
albue seg frem,nob,1558
alle har et søskenbarn på Gjøvik,nob,499
av alle uviktige ting i verden er fotball den viktigste,nob,206
bak skyene er himmelen alltid blå,nob,920
balsam for sjelen,nob,6521
de syv hav,nob,40979
den femte kolonne,nob,715
"den som sover, synder ikke",nob,3059
dra dit peppern gror,nob,670
drikke bryllup,nob,395
duvende bryster,nob,355
elefanten i rommet,nob,5949
"elementært, min kjære Watson",nob,664
"en for alle, alle for en",nob,6288
ess i ermet,nob,19173
fru Blom,nob,23539
få vann i munnen,nob,1656
følge slavisk,nob,909
gatens løse fugler,nob,2945
glimre ved sitt fråvær,nob,456
godt parti,nob,20913
gå hus forbi,nob,7644
gå inn i ditt lønnkammer,nob,1418
gå på limpinnen,nob,3685
gå sport i,nob,12686
helt i hundre,nob,6904
hokus pokus,nob,61807
hugge over den gordiske knute,nob,192
høna eller egget,nob,4783
høste som man sår,nob,108
i Adams drakt,nob,4565
ikke en mors sjel,nob,525
itte no knussel,nob,2414
"jeg er dypt uenig i det du sier, men vil til min død forsvare din rett til å si det",nob,160
julekvelden på kjerringa,nob,24502
klar som et egg,nob,2147
klinten fra hveten,nob,17467
knask eller knep,nob,4415
komme i grevens tid,nob,334
komme i heisen,nob,2218
kort i ermet,nob,3577
la det gå sport i,nob,6455
lik i lasten,nob,11286
løs kanon,nob,3702
man høster som man sår,nob,983
misforstå meg rett,nob,8415
mo alene,nob,2720
nattens løse fugler,nob,168
ni til fire-liv,nob,218
norsk nordmann fra Norge,nob,1447
over skyene er himmelen alltid blå,nob,1079
pisk eller gulrot,nob,750
politikk og pølser,nob,100
ridderen av den bedrøvelige skikkelse,nob,2408
ridende rytter til hest,nob,528
rød tråd,nob,133444
severin Suveren,nob,1364
"si meg hva du spiser, og jeg skal si deg hvem du er",nob,254
sine meningers mot,nob,24123
skille mellom snørr og barter,nob,170
skille skitt fra kanel,nob,579
skitt og kanel,nob,2928
skudd for baugen,nob,38950
snørr og barter,nob,1229
spise hatten sin,nob,964
stante pede,nob,392
stikke fingeren i jorden,nob,7395
støv på hjernen,nob,17290
så vind og høste storm,nob,232
ta sin hatt og gå,nob,10484
tomme tønner ramler mest,nob,1510
trumf i ermet,nob,294
utakk er verdens lønn,nob,11564
vann i munnen,nob,18154
vekk som en sviske,nob,1511
år på baken,nob,27633
år på nakken,nob,7781
øvelse gjør mester,nob,19803
akk og ve,nob,8308
alt har sin tid,nob,13214
alt hva hjertet begjærer,nob,5433
alt kjød er hø,nob,317
alt mellom himmel og jord,nob,56419
ane fred og ingen fare,nob,549
ansikt til ansikt,nob,322710
av ganske hjerte,nob,3105
av hele sin sjel,nob,4375
bare hvert jubelår,nob,602
beskikke sitt hus,nob,3608
bli gjort til skamme,nob,6490
bli slått med blindhet,nob,105
bli til en saltstøtte,nob,180
bli veid og funnet for lett,nob,398
bygge sitt hus på sand,nob,286
bære dagens byrde og hete,nob,1045
bøye kne for Baal,nob,133
dagen og timen vet ingen,nob,231
dagens byrde og hete,nob,9272
danse rundt gullkalven,nob,652
david mot Goliat,nob,7199
det er intet nytt under solen,nob,2829
det er utlagt,nob,9115
det får gå som det vil,nob,1793
det kommer en dag etter denne,nob,686
det ligger for høyt for meg,nob,178
dobbelt ære være,nob,639
dyret i åpenbaringen,nob,3391
dø i synden,nob,7118
døden i gryten,nob,305
ende med forferdelse,nob,8578
enden er ikke enda,nob,346
enfoldige som duer,nob,1346
enker og farløse,nob,3127
falle i fristelse,nob,2666
falle i god jord,nob,10453
fallen blant røvere,nob,349
familiens sorte får,nob,7772
famle i mørket,nob,1365
fanden er løs,nob,7104
fattig i ånden,nob,1543
for Gud er alt mulig,nob,1739
forbuden frukt smaker best,nob,2036
forherde sitt hjerte,nob,600
forvalte sitt pund,nob,2106
fra issen til fotsålen,nob,578
frykt og beven,nob,9779
få lønn for sitt strev,nob,196
få sin lønn i himmelen,nob,457
få ånden over seg,nob,156
gammel og grå,nob,8815
gammel som Metusalem,nob,1658
gi steiner for brød,nob,237
gjengjelde godt med ondt,nob,283
gjøre livet surt for noen,nob,588
gjøre sitt hjerte til en røverkule,nob,107
gjøre vann til vin,nob,1276
gripe til sverd,nob,612
gråt og tenners gnissel,nob,5901
gud elsker en glad giver,nob,4680
gå gjennom den trange port,nob,159
gå gjennom marg og bein,nob,368
gå i bresjen for noe,nob,154
gå med livet i hendene,nob,361
gå til mauren og bli vis,nob,1589
gå til sine fedre,nob,223
ha hjertet i halsen,nob,552
hans dager er talte,nob,943
havet gir tilbake,nob,172
hen i været,nob,1289
herlighet og glede,nob,17118
himmelens sluser åpnet seg,nob,2475
holde tungen i tømme,nob,120
hunden vender tilbake til sitt eget spy,nob,190
hvis Gud vil,nob,7947
hvit som snø,nob,6457
hårene reiser seg på hodet,nob,368
i Abrahams skjød,nob,3080
i all sin prakt,nob,37093
i den syvende himmel,nob,17095
i det ytterste mørke,nob,7869
i ellevte time,nob,29191
i herlighet og glede,nob,5422
i sitt ansikts sved,nob,14186
i tide og utide,nob,81374
i tidens fylde,nob,37866
i velsignede omstendigheter,nob,578
i ånd og sannhet,nob,14472
ikke av denne verden,nob,11308
ikke en tøddel,nob,7163
ikke gjøre forskjell på folk,nob,1090
ikke leve av brød alene,nob,255
ild og svovel,nob,6033
ingenting er umulig for Gud,nob,2154
intet blivende sted,nob,4116
intet nytt under solen,nob,10893
ja og amen,nob,19909
jage etter vind,nob,109
kaste den første sten,nob,6622
kjenne sin besøkelsestid,nob,38326
kjøttgrytene i Egypt,nob,432
kle seg i sekk og aske,nob,1355
kniven på strupen,nob,54958
komme for en dag,nob,14391
komme som en tyv om natten,nob,1254
komme til krefter igjen,nob,7957
komme til sine egne,nob,528
la de døde begrave de døde,nob,493
lakke mot enden,nob,201
ledig på torget,nob,2299
legge en alen til sin vekst,nob,1585
legge hånd på noen,nob,289
leve i herlighet og glede,nob,639
lukket med syv segl,nob,6007
med livet i hendene,nob,10836
mennesket lever ikke av brød alene,nob,8833
min munn er lukket med syv segl,nob,822
mure med sverd ved lend,nob,769
ny vin på gamle flasker,nob,462
ondt i sinnet,nob,233
overgå all forstand,nob,128
per og Pål,nob,21677
på frukten skal treet kjennes,nob,1401
på godt og ondt,nob,53496
på Mose stol,nob,1060
rett og slett,nob,1739611
rett skal være rett,nob,57530
ro i sjelen,nob,12419
rope akk og ve,nob,100
rope til himmelen,nob,197
roten til alt ondt,nob,19925
ryste støvet av sine føtter,nob,295
se i ånden,nob,126
sekk og aske,nob,7357
si ja og amen,nob,3777
skape seg et navn,nob,6855
skille fårene fra bukkene,nob,249
skille mellom godt og ondt,nob,2145
skinne som en sol,nob,593
skjære en i hjertet,nob,426
slakte den fete kalv,nob,203
slett selskap forderver gode seder,nob,277
smuler fra de rikes bord,nob,2724
snakke for døve ører,nob,1117
som agner for vinden,nob,1387
som en gullring i et grisetryne,nob,247
som en røst i ørkenen,nob,789
som fanden leser Bibelen,nob,2314
som man sår høster man,nob,590
som manna fra himmelen,nob,6745
som skrift i sand,nob,1903
sort som en hårsekk,nob,120
sove den rettferdiges søvn,nob,127
spege sitt kjød,nob,158
splidaktig med seg selv,nob,1018
spott og spe,nob,25567
stampe mot brodden,nob,4197
sterk i troen,nob,14390
sterk som Samson,nob,112
stoppe munnen på noen,nob,102
stå for døren,nob,1559
stå i Guds hånd,nob,570
stå med palmer i hendene,nob,381
stå opp fra de døde,nob,6155
syv magre år,nob,2641
syv sorger og åtte bedrøvelser,nob,154
ta fornuften fangen,nob,8483
ta noe på sin kappe,nob,125
tallrike som havets sand,nob,1041
tallrike som himmelens stjerner,nob,299
til Abrahams skjød,nob,617
til et skremsel,nob,186
til evig tid,nob,139353
til siste hvid,nob,515
til syvende og sist,nob,323696
tjene to herrer,nob,13863
torner og tistler,nob,2815
trangt om saligheten,nob,6452
treet kjennes på frukten,nob,745
tretten til bords,nob,5602
uten persons anseelse,nob,7640
utøse sitt hjerte,nob,782
veien til helvete er brolagt med gode forsetter,nob,627
vinden blåser dit den vil,nob,2943
vise seg som en mann,nob,452
vite hverken ut eller inn,nob,356
være gammel nok,nob,3389
være i den syvende himmel,nob,721
være til å ta og føle på,nob,458
ågre med sitt pund,nob,146
øyet er kroppens lampe,nob,236
øyet er legemets lys,nob,376
blåse opp noe,nob,162
danse etter ens pipe,nob,103
de evige jaktmarker,nob,15008
den gylne middelvei,nob,9109
det er bare blåbær,nob,1101
det er hipp som happ,nob,2073
det er ikke mitt bord,nob,3525
det er på høy tid,nob,108799
det er ugler i mosen,nob,2933
det går så det griner,nob,1307
det henger ikke på greip,nob,6035
dra dit pepperen gror,nob,2208
dra sin kos,nob,4432
du store kineser !,nob,3948
et skår i gleden,nob,23742
fra arildstid,nob,553
full baluba,nob,10096
få det glatte lag,nob,722
få en kilevink,nob,137
få vind i seilene,nob,4820
føre i marken,nob,11303
gi en skjerv,nob,3510
gjøre baut,nob,252
gjøre et varp,nob,2980
guri malla !,nob,6565
gå ad undas,nob,2628
gå amok,nob,9651
gå fløyten,nob,7872
gå gjennom ild og vann for,nob,2123
gå i ball,nob,644
gå i boks,nob,4587
gå kanossagang,nob,1382
gå over alle,nob,5783
gå på stumpene,nob,902
gå rett hjem,nob,6823
gå rett vest,nob,2212
ha baller til,nob,145
ha et øye på hver finger,nob,1246
ha mange år på baken,nob,164
hauk over hauk,nob,3757
hele sulamitten,nob,12820
herre jemini !,nob,3260
i lange baner,nob,45617
